gene_id	sample_01	sample_02	sample_03	sample_04	sample_05	sample_06	sample_07	sample_08
ENSG00000100053	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000100055	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000100056	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000100058	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000100060	1742.36	1775.16	2137.49	1991.46	2000.09	1879.05	1267.57	1871.43
ENSG00000100065	2148.35	1909.61	2384.47	2090.61	1893.75	1537.09	1600.11	1587.91
ENSG00000100068	805.68	1147.69	1087.34	954.42	1377.34	1423.61	1752.19	1998.63
ENSG00000100075	1886.86	2141.16	1822.49	1861.61	1507.02	1712.28	1541.03	1346.11
ENSG00000100077	2321.69	2114.14	3136.56	1933.82	1785.95	2545.47	2133.48	2540.78
ENSG00000100078	2086.05	2104.07	2253.55	1876.93	1215.27	1172.21	1190.98	1115.46
ENSG00000100079	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000100083	6472.59	6629.98	5655.92	6227.93	5091.63	5531.89	5320.92	5334.17
ENSG00000100084	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000100092	2788.85	2541.68	2697.69	3118.44	2088.58	1879.67	1801.02	1936.84
ENSG00000100095	800.67	858.25	682.74	696.71	1503.31	1610.35	1596.88	1268.4
ENSG00000100097	4035.69	4805.52	6063.67	4208.28	4899.09	5813.4	6270.55	6774.08
ENSG00000100099	1782.39	1817.53	1658.55	2072.96	2008.16	2171.66	2209.58	1843.07
ENSG00000100100	5964.48	5069.68	3424.88	4136.92	3984.8	3364.18	3587.26	4147.99
ENSG00000100101	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000100104	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000100105	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000100106	4724.26	4611.83	3787.32	4685.3	5897.57	6114.12	6231.26	5406.96
ENSG00000100109	4264.25	5304.85	5767.93	4987.42	5048.57	5443.02	5211.26	4870.49
ENSG00000100116	3113.02	3321.67	3690.13	2585.56	4027.86	4296.5	4902.73	3871.74
ENSG00000100121	5265.47	5696.28	4396.48	5575.15	3901.95	6160.15	4110.63	4506.51
ENSG00000100122	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000100124	2594.3	2456.04	2242.54	2552.28	2841.78	3666.94	3061.79	3155.51
ENSG00000100129	11210.7	11915.44	12295.42	11839.46	9386.93	10856.16	9738.2	9457.5
ENSG00000100138	3059.07	1808.93	3996.82	3032.22	4313.11	5927.67	4594.02	6279.98
ENSG00000100139	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000100142	7419.42	5217.4	9691.43	5772.31	8841.96	7750.39	7012.75	6486.12
ENSG00000100146	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000100147	2503.18	2481.07	3569.36	2388.18	2891.95	2579.04	3583.98	1583.11
ENSG00000100150	19777.08	24709.55	23827.08	20054.84	23527.49	21245.4	22720.41	21680.92
ENSG00000100151	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000100154	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000100156	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000100162	1651.42	1423.94	1333.06	2025.57	1546.47	1829.7	1995.79	1586.76
ENSG00000100167	2242.24	1604.37	2232.92	1716.83	1848.96	1591.01	1828.4	2066.5
ENSG00000100170	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000100181	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000100191	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000100196	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000100197	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000100201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000100206	4603.31	2932.51	2878.97	3369.53	4954.32	4922.21	4380.53	4648.56
ENSG00000100207	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000100209	5387.76	6152.9	4802.19	5623.99	5630.69	4850.13	3543.55	5178.56
ENSG00000100211	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000100216	483.64	537.72	354.58	698.51	459.22	579.5	525.43	513.85
ENSG00000100218	8198.74	7120.66	10052.31	9917.84	7574.16	6000.12	9171.15	7697.92
ENSG00000100219	2523.41	2021.49	2503.66	2436.23	2466.99	2809.64	2356.65	1903.63
ENSG00000100220	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000100221	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000100225	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000100226	5887.69	8974.14	6025.56	7172.23	4999.3	9110.45	6582.6	5486.84
ENSG00000100227	3772.94	4670.17	4266.87	3701.32	5652.45	5357.8	6206.47	4373.4
ENSG00000100228	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000100234	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000100239	3224.45	2905.7	3151.2	2537.09	2093.45	2247.9	2247.35	1854.16
ENSG00000100241	2397.63	2650.14	2885.9	3044.94	3730.66	3287.84	3473.7	3246.78
ENSG00000100242	2432.07	1955.58	3970.35	2373.82	3395.58	1930.79	1782.87	1572.9
ENSG00000100243	733.54	990.39	783.15	598.19	1810.95	1900.41	1971.56	1892.04
ENSG00000100246	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000100249	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000100253	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000100258	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000100263	611.48	608.03	659.66	734.3	1261.46	1224.59	1516.28	1472.45
ENSG00000100266	4069.58	3960.55	3458.07	4666.89	3730.56	4274.04	5538.01	5762.02
ENSG00000100271	348.38	336.3	263.0	346.84	233.98	280.06	154.25	229.87
ENSG00000100276	774.04	294.69	595.16	446.11	829.33	540.87	231.96	846.69
ENSG00000100280	1536.23	1477.71	1726.0	1563.67	2306.5	1971.94	1881.74	2188.01
ENSG00000100281	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000100284	10502.66	7550.0	7600.61	8135.52	6790.0	6559.83	5706.95	7769.48
ENSG00000100285	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000100288	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000100290	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000100292	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000100294	3163.11	3163.71	3286.74	2578.86	2224.45	1905.09	1790.56	2411.96
ENSG00000100296	6457.92	5483.39	6970.92	7022.59	6954.02	8419.5	8109.8	7676.0
ENSG00000100297	4624.72	3163.62	4784.32	4860.02	4961.24	4340.87	5454.22	6029.3
ENSG00000100298	6475.44	6688.35	6881.22	7832.24	4400.96	5521.43	4775.67	5680.09
ENSG00000100299	88.1	29.51	115.96	58.47	0.0	57.33	0.0	0.0
ENSG00000100300	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000100302	554.45	566.12	672.29	696.01	492.48	458.88	553.21	453.31
ENSG00000100304	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000100307	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000100311	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000100312	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000100314	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000100316	3680.02	4371.66	2730.71	3496.74	5045.32	4468.49	5065.08	5276.76
ENSG00000100319	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000100320	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000100321	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000100324	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000100325	1988.38	1458.91	2178.0	1054.72	1235.45	2295.08	1752.78	1911.18
ENSG00000100330	3853.17	3783.62	3595.76	3812.58	3705.36	3805.75	3670.48	3993.89
ENSG00000100335	1125.59	958.44	988.79	1434.33	1013.05	1089.52	1128.61	1019.68
ENSG00000100336	3708.8	3838.53	4672.94	4158.8	3628.33	3256.39	3325.75	3178.31
ENSG00000100341	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000100342	7702.3	7297.76	7998.45	6462.38	8965.39	7618.06	9161.95	7217.71
ENSG00000100344	1572.05	1406.24	1550.4	1335.41	1363.48	1397.83	2052.33	1621.62
ENSG00000100345	3562.07	2899.41	2320.89	3138.46	2614.51	2190.54	2360.58	2450.43
ENSG00000100346	2125.85	2260.34	2250.09	2201.36	3863.99	3742.48	3679.63	3715.63
ENSG00000100347	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000100348	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000100350	2852.87	2631.19	2801.62	2711.42	2022.09	1842.03	2145.84	1936.59
ENSG00000100351	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000100353	2892.52	2209.43	1484.84	2591.67	1585.19	2117.54	2044.68	2118.8
ENSG00000100354	1410.81	1694.74	1342.75	1336.04	3199.32	2034.38	2425.22	2390.5
ENSG00000100359	1498.09	1158.11	1205.88	1124.31	1217.98	1079.86	1040.88	1756.64
ENSG00000100360	3295.51	3704.96	2754.72	3181.86	2935.04	3259.83	2811.89	3173.1
ENSG00000100362	4185.76	2692.51	2487.13	3809.9	2028.62	1649.82	2880.56	1578.45
ENSG00000100364	10571.1	10454.67	9852.53	10047.02	10010.78	9367.49	9125.8	10041.05
ENSG00000100365	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000100368	4970.97	4043.92	4746.89	4865.17	3274.7	3423.29	3488.72	3455.9
ENSG00000100372	2985.43	3035.34	3750.21	2636.98	2710.29	4036.29	2536.77	3983.86
ENSG00000100373	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000100376	3864.03	3368.23	4039.87	3738.26	2576.66	2855.91	2996.92	2251.0
ENSG00000100379	5135.08	6089.46	5170.62	5744.71	6937.21	5939.27	6676.6	7508.95
ENSG00000100380	4792.48	5052.72	6144.25	6745.76	4390.33	4799.14	4800.64	5283.92
ENSG00000100385	9304.67	7696.22	7930.2	8488.34	5227.31	5236.36	5280.81	5928.48
ENSG00000100387	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000100393	8835.13	8315.73	7275.14	6252.57	6075.05	8696.06	5524.01	5286.13
ENSG00000100395	3176.6	3976.91	3505.51	3598.99	2372.89	2565.3	3179.06	2322.51
ENSG00000100399	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000100401	651.22	518.14	562.52	1215.6	743.52	768.09	372.96	778.92
ENSG00000100403	1371.54	1172.52	1133.9	1121.24	1030.44	1081.09	1165.86	964.78
ENSG00000100410	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000100412	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000100413	1130.71	1248.89	1100.6	1237.95	1254.19	1332.99	1103.92	1670.96
ENSG00000100416	8959.71	10529.41	8130.18	8865.89	7689.04	7821.7	6525.14	4209.23
ENSG00000100417	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000100418	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000100422	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000100425	2930.1	2981.2	2907.88	3433.11	2864.86	2920.1	2917.17	2942.25
ENSG00000100426	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000100427	1901.52	2008.62	1572.87	1895.3	2310.5	1519.53	1951.87	1671.35
ENSG00000100429	730.19	459.69	411.91	664.65	707.79	963.96	905.15	644.77
ENSG00000128159	1028.85	1343.59	1446.04	1059.3	1781.2	1525.48	1594.19	1494.49
ENSG00000128165	243.12	222.27	309.61	280.78	145.14	280.05	241.07	230.99
ENSG00000128185	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000128191	807.88	801.35	564.59	699.14	1315.05	1011.73	955.15	1249.39
ENSG00000128203	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000128218	1871.99	3398.81	2324.91	2134.18	1654.69	2033.54	2075.04	1733.5
ENSG00000128228	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000128242	6091.0	5494.47	6328.9	6562.54	4900.06	4749.68	4127.22	4089.86
ENSG00000128245	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000128250	0.0	0.0	0.0	0.0	0.0	7.54	0.0	0.0
ENSG00000128253	1686.34	1005.66	1051.1	1539.95	3150.46	2603.45	2466.63	2461.43
ENSG00000128254	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000128262	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000128266	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000128268	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000128271	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000128272	1942.44	1827.62	1763.2	1491.37	1780.14	1663.14	2076.7	1515.22
ENSG00000128274	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000128276	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000128283	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000128284	2695.6	2337.34	2225.42	1946.06	1593.59	1491.25	1411.25	1663.43
ENSG00000128285	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000128294	5183.85	5189.71	5149.78	5586.54	4840.0	4776.01	4049.49	3527.98
ENSG00000128298	2051.65	2050.79	2325.34	1989.9	1458.99	1546.1	1799.43	1754.71
ENSG00000128309	4569.87	4142.76	4955.71	3927.95	3738.52	5017.61	4701.6	5357.16
ENSG00000128310	2948.04	3393.02	2984.4	3244.52	1846.47	3087.04	2420.68	2557.13
ENSG00000128311	832.16	1118.63	1243.37	1074.78	1837.88	1888.08	1622.93	1914.42
ENSG00000128313	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000128322	3321.96	3195.43	3513.66	2669.38	2949.11	2570.92	2492.68	2982.89
ENSG00000128335	4108.19	4015.27	4117.45	3642.16	4081.38	3426.47	3869.94	4314.07
ENSG00000128340	1986.58	1683.2	3203.72	2119.46	1980.14	2116.31	1861.8	1973.04
ENSG00000128342	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000128346	2874.19	2489.26	4195.67	3378.86	2064.68	2686.09	4322.81	2512.18
ENSG00000128383	2243.55	2061.36	2871.05	2468.98	2481.97	2250.68	2833.19	2231.45
ENSG00000128394	1230.29	1631.08	1860.57	1719.96	1665.11	1303.1	1387.78	1451.02
ENSG00000128408	1564.03	1672.97	1476.25	1718.23	2061.09	2007.46	1447.56	2142.92
ENSG00000130487	2802.66	2415.53	2492.05	2698.68	2219.58	2334.2	2816.89	2272.26
ENSG00000130538	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000130540	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000130638	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000130943	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000131100	1010.09	1598.95	1259.1	1247.5	1314.79	1444.68	1166.88	1449.5
ENSG00000133422	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000133424	3280.84	3147.57	3700.8	3053.57	2558.55	2596.36	2024.89	3023.98
ENSG00000133433	260.96	106.79	76.74	208.78	68.19	0.0	0.0	112.26
ENSG00000133454	5425.78	5161.65	5236.54	5630.48	6521.89	6050.19	6119.98	5992.47
ENSG00000133460	2176.71	3027.14	2491.64	3134.34	3873.03	2226.5	3029.53	3448.12
ENSG00000133466	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000133475	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000133477	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000133488	1378.31	2084.46	1634.94	1510.6	1543.29	1744.3	1696.1	1488.16
ENSG00000133519	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000138867	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000138892	2136.86	2352.72	1997.47	2006.11	1742.37	1844.31	1945.32	1994.62
ENSG00000138942	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000138944	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000138964	2293.88	2388.41	3024.73	2984.79	3011.03	2485.26	3384.07	2411.14
ENSG00000159307	2146.54	2301.37	2263.82	2269.24	2349.77	2365.38	2074.82	2507.89
ENSG00000159496	2960.3	2046.39	2326.76	2646.82	2306.6	2042.98	1480.95	2295.61
ENSG00000159873	6630.19	5350.04	4955.38	5276.46	4146.41	4654.89	4399.87	4735.38
ENSG00000159958	133.02	133.64	84.97	145.41	336.92	302.98	235.57	283.94
ENSG00000161103	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000161132	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000161133	3672.35	4740.25	4260.83	3998.42	5193.25	4674.19	3999.01	4556.73
ENSG00000161149	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000161179	706.56	1087.42	836.74	704.65	1944.32	1423.06	1874.64	1677.09
ENSG00000161180	2437.69	2330.52	3198.83	2693.19	2181.94	2147.28	3765.05	2383.6
ENSG00000166862	920.59	861.44	797.44	853.64	1015.76	1017.61	886.08	1098.72
ENSG00000166897	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000167037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000167065	2406.82	2499.88	2934.32	2794.16	2356.71	2580.46	2409.78	2311.89
ENSG00000167074	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000167077	1216.06	1005.42	1811.33	1440.55	2169.29	1984.62	2389.08	1919.75
ENSG00000168135	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000169184	724.98	636.19	719.47	704.03	978.83	1011.21	973.19	1002.5
ENSG00000169314	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000169548	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000169575	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000169635	352.41	500.86	422.15	605.45	702.39	738.39	1027.4	874.1
ENSG00000169662	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000169668	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000170638	523.83	638.58	661.75	424.17	1526.09	1343.14	1275.4	1610.51
ENSG00000172250	309.58	281.92	0.0	0.0	0.0	219.82	0.0	138.32
ENSG00000172346	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000172404	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000172912	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000172967	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000175329	709.74	863.9	582.76	567.33	534.29	453.01	572.84	638.28
ENSG00000176177	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000176635	1832.76	1912.73	1623.72	1801.22	942.79	1444.95	1199.59	1000.11
ENSG00000177096	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000177663	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000177989	3107.93	3503.87	2836.99	3239.76	2549.97	2713.88	3044.33	2252.6
ENSG00000177993	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000178026	1815.58	1911.07	2122.27	1933.77	2020.63	2392.3	2200.59	2452.39
ENSG00000178248	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000178803	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000179750	2778.08	2651.63	2199.98	2260.76	1471.68	1794.86	1938.83	1428.58
ENSG00000180150	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000180957	1857.54	1567.5	2409.67	2170.06	3547.08	3981.67	4662.22	4536.19
ENSG00000181123	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000182057	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
