gene_id	sample_01	sample_02	sample_03	sample_04	sample_05	sample_06	sample_07	sample_08
ENSG00000100227	176	237	203	183	289	261	307	208
ENSG00000100228	0	0	0	0	0	0	0	0
ENSG00000100234	0	0	0	0	0	0	0	0
ENSG00000100239	852	746	824	706	557	613	590	484
ENSG00000100241	961	945	1039	1059	1319	1284	1445	1287
ENSG00000100242	75	61	126	74	107	61	56	50
ENSG00000100243	84	97	84	58	196	202	200	203
ENSG00000100246	0	0	0	0	0	0	0	0
ENSG00000100249	0	0	0	0	0	0	0	0
ENSG00000100253	0	0	0	0	0	0	0	0
ENSG00000100258	0	0	0	0	0	0	0	0
ENSG00000100263	97	96	106	117	200	202	246	236
ENSG00000100266	160	155	137	182	148	174	221	227
ENSG00000100271	51	49	39	51	35	42	23	34
ENSG00000100276	98	38	76	56	108	71	30	107
ENSG00000100280	414	385	472	424	620	542	516	596
ENSG00000100281	0	0	0	0	0	0	0	0
ENSG00000100284	357	262	261	289	235	231	191	269
ENSG00000100285	0	0	0	0	0	0	0	0
ENSG00000100288	0	0	0	0	0	0	0	0
ENSG00000100290	0	0	0	0	0	0	0	0
ENSG00000100292	0	0	0	0	0	0	0	0
ENSG00000100294	154	148	165	132	100	106	86	111
ENSG00000100296	653	595	594	719	601	694	673	709
ENSG00000100297	153	104	157	162	212	183	236	254
ENSG00000100298	266	273	272	338	209	232	210	242
ENSG00000100299	51	24	51	60	45	48	26	25
ENSG00000100300	0	0	0	0	0	0	0	0
ENSG00000100302	184	187	226	233	166	156	187	152
ENSG00000100304	0	0	0	0	0	0	0	0
ENSG00000100307	0	0	0	0	0	0	0	0
ENSG00000100311	0	0	0	0	0	0	0	0
ENSG00000100312	0	0	0	0	0	0	0	0
ENSG00000100314	0	0	0	0	0	0	0	0
ENSG00000100316	203	222	150	200	296	274	313	322
ENSG00000100319	0	0	0	0	0	0	0	0
ENSG00000100320	0	0	0	0	0	0	0	0
ENSG00000100321	0	0	0	0	0	0	0	0
ENSG00000100324	0	0	0	0	0	0	0	0
ENSG00000100325	57	41	61	31	39	66	50	52
ENSG00000100330	1479	1455	1416	1487	1449	1462	1418	1530
ENSG00000100335	257	218	228	331	235	263	260	242
ENSG00000100336	503	511	577	496	447	437	426	422
ENSG00000100341	0	0	0	0	0	0	0	0
ENSG00000100342	480	467	554	474	688	596	683	574
ENSG00000100344	285	262	292	250	252	229	275	253
ENSG00000100345	199	161	133	179	150	126	135	139
ENSG00000100346	1410	1537	1572	1501	2658	2614	2559	2535
ENSG00000100347	0	0	0	0	0	0	0	0
ENSG00000100348	0	0	0	0	0	0	0	0
ENSG00000100350	576	530	570	549	413	379	438	394
ENSG00000100351	0	0	0	0	0	0	0	0
ENSG00000100353	100	74	52	89	55	74	73	75
ENSG00000100354	666	744	695	716	1234	1021	1152	1085
ENSG00000100359	65	53	58	52	55	51	45	76
ENSG00000100360	141	167	145	146	146	172	164	145
ENSG00000100362	131	83	79	119	65	53	91	50
ENSG00000100364	701	721	661	691	673	633	694	684
ENSG00000100365	0	0	0	0	0	0	0	0
ENSG00000100368	943	775	850	856	586	605	615	609
ENSG00000100372	108	116	143	102	108	157	100	154
ENSG00000100373	0	0	0	0	0	0	0	0
ENSG00000100376	296	246	341	307	220	237	230	197
ENSG00000100379	384	394	380	380	516	463	476	507
ENSG00000100380	197	215	278	293	197	219	200	243
ENSG00000100385	644	518	582	559	360	372	359	414
ENSG00000100387	0	0	0	0	0	0	0	0
ENSG00000100393	1700	1632	1551	1570	1466	1524	1460	1554
ENSG00000100395	206	253	227	229	156	168	206	150
ENSG00000100399	0	0	0	0	0	0	0	0
ENSG00000100401	24	19	21	45	28	29	14	29
ENSG00000100403	799	687	675	660	616	652	696	574
ENSG00000100410	0	0	0	0	0	0	0	0
ENSG00000100412	0	0	0	0	0	0	0	0
ENSG00000100413	150	163	147	167	172	184	150	227
ENSG00000100416	311	252	253	237	261	269	231	233
ENSG00000100417	0	0	0	0	0	0	0	0
ENSG00000100418	0	0	0	0	0	0	0	0
ENSG00000100422	0	0	0	0	0	0	0	0
ENSG00000100425	1271	1294	1282	1504	1275	1304	1302	1295
ENSG00000100426	0	0	0	0	0	0	0	0
ENSG00000100427	250	225	197	207	269	228	240	219
ENSG00000100429	106	63	60	96	104	142	131	92
ENSG00000128159	615	702	760	636	914	898	966	912
ENSG00000128165	101	91	129	116	61	118	101	96
ENSG00000128185	0	0	0	0	0	0	0	0
ENSG00000128191	325	279	230	283	542	417	392	507
ENSG00000128203	0	0	0	0	0	0	0	0
ENSG00000128218	62	112	78	71	56	69	70	58
ENSG00000128228	0	0	0	0	0	0	0	0
ENSG00000128242	430	431	474	516	335	298	339	337
ENSG00000128245	0	0	0	0	0	0	0	0
ENSG00000128250	0	0	0	0	0	0	0	0
ENSG00000128253	167	103	107	158	347	279	269	258
ENSG00000128254	0	0	0	0	0	0	0	0
ENSG00000128262	0	0	0	0	0	0	0	0
ENSG00000128266	0	0	0	0	0	0	0	0
ENSG00000128268	0	0	0	0	0	0	0	0
ENSG00000128271	0	0	0	0	0	0	0	0
ENSG00000128272	236	221	217	182	221	207	257	186
ENSG00000128274	0	0	0	0	0	0	0	0
ENSG00000128276	0	0	0	0	0	0	0	0
ENSG00000128283	0	0	0	0	0	0	0	0
ENSG00000128284	495	396	371	365	329	272	288	291
ENSG00000128285	0	0	0	0	0	0	0	0
ENSG00000128294	205	203	202	217	195	196	160	141
ENSG00000128298	388	389	424	379	276	300	347	333
ENSG00000128309	274	258	306	247	237	300	284	345
ENSG00000128310	275	315	282	304	176	295	230	241
ENSG00000128311	74	100	112	96	167	172	147	173
ENSG00000128313	0	0	0	0	0	0	0	0
ENSG00000128322	141	134	149	114	127	112	108	128
ENSG00000128335	414	435	378	383	357	288	398	372
ENSG00000128340	106	93	177	117	112	112	101	110
ENSG00000128342	0	0	0	0	0	0	0	0
ENSG00000128346	93	81	142	112	70	93	145	82
ENSG00000128383	212	186	268	230	232	214	265	211
ENSG00000128394	47	62	71	66	65	51	54	56
ENSG00000128408	190	206	183	195	263	266	189	279
ENSG00000130487	1186	1062	1037	1160	1006	1044	1257	1017
ENSG00000130538	0	0	0	0	0	0	0	0
ENSG00000130540	0	0	0	0	0	0	0	0
ENSG00000130638	0	0	0	0	0	0	0	0
ENSG00000130943	0	0	0	0	0	0	0	0
ENSG00000131100	75	112	97	101	105	117	92	110
ENSG00000133422	0	0	0	0	0	0	0	0
ENSG00000133424	602	543	469	539	541	465	424	500
ENSG00000133433	15	7	5	11	4	2	0	7
ENSG00000133454	3685	3633	3589	3729	3615	3572	3439	3444
ENSG00000133460	178	241	213	213	393	263	292	335
ENSG00000133466	0	0	0	0	0	0	0	0
ENSG00000133475	0	0	0	0	0	0	0	0
ENSG00000133477	0	0	0	0	0	0	0	0
ENSG00000133488	256	345	291	304	297	310	292	260
ENSG00000133519	0	0	0	0	0	0	0	0
ENSG00000138867	0	0	0	0	0	0	0	0
ENSG00000138892	511	553	481	481	426	450	472	480
ENSG00000138942	0	0	0	0	0	0	0	0
ENSG00000138944	0	0	0	0	0	0	0	0
ENSG00000138964	301	322	359	335	315	309	388	282
ENSG00000159307	191	209	206	207	218	217	189	227
ENSG00000159496	158	108	126	144	126	111	82	124
ENSG00000159873	444	394	410	412	306	381	331	371
ENSG00000159958	51	51	33	56	132	118	92	111
ENSG00000161103	0	0	0	0	0	0	0	0
ENSG00000161132	0	0	0	0	0	0	0	0
ENSG00000161133	281	351	342	299	406	367	310	366
ENSG00000161149	0	0	0	0	0	0	0	0
ENSG00000161179	81	125	97	80	228	167	219	196
ENSG00000161180	82	78	109	91	75	74	129	81
ENSG00000166862	205	193	179	191	233	232	202	247
ENSG00000166897	0	0	0	0	0	0	0	0
ENSG00000167037	0	0	0	0	0	0	0	0
ENSG00000167065	284	294	349	346	297	334	317	310
ENSG00000167074	0	0	0	0	0	0	0	0
ENSG00000167077	80	65	120	94	143	133	158	127
ENSG00000168135	0	0	0	0	0	0	0	0
ENSG00000169184	569	497	572	555	785	813	778	795
ENSG00000169314	0	0	0	0	0	0	0	0
ENSG00000169548	0	0	0	0	0	0	0	0
ENSG00000169575	0	0	0	0	0	0	0	0
ENSG00000169635	164	232	199	283	334	352	487	411
ENSG00000169662	0	0	0	0	0	0	0	0
ENSG00000169668	0	0	0	0	0	0	0	0
ENSG00000170638	75	91	96	61	226	197	186	233
ENSG00000172250	6	0	0	0	0	12	0	0
ENSG00000172346	0	0	0	0	0	0	0	0
ENSG00000172404	0	0	0	0	0	0	0	0
ENSG00000172912	0	0	0	0	0	0	0	0
ENSG00000172967	0	0	0	0	0	0	0	0
ENSG00000175329	207	252	173	167	160	137	172	190
ENSG00000176177	0	0	0	0	0	0	0	0
ENSG00000176635	77	80	71	76	41	63	52	43
ENSG00000177096	0	0	0	0	0	0	0	0
ENSG00000177663	0	0	0	0	0	0	0	0
ENSG00000177989	167	186	154	175	139	151	166	120
ENSG00000177993	0	0	0	0	0	0	0	0
ENSG00000178026	196	217	238	212	229	264	238	267
ENSG00000178248	0	0	0	0	0	0	0	0
ENSG00000178803	0	0	0	0	0	0	0	0
ENSG00000179750	459	436	369	375	249	304	327	239
ENSG00000180150	0	0	0	0	0	0	0	0
ENSG00000180957	124	125	188	162	304	318	386	372
ENSG00000181123	0	0	0	0	0	0	0	0
ENSG00000182057	0	0	0	0	0	0	0	0
ENSG00000182257	0	0	0	0	0	0	0	0
ENSG00000182351	0	0	0	0	0	0	0	0
ENSG00000182541	589	625	620	609	482	415	388	342
ENSG00000182824	0	0	0	0	0	0	0	0
ENSG00000182841	0	0	0	0	0	0	0	0
ENSG00000182858	108	131	132	79	142	117	115	109
ENSG00000182902	0	0	0	0	0	0	0	0
ENSG00000182944	1047	1000	945	880	968	968	853	816
ENSG00000183066	0	0	0	0	0	0	0	0
ENSG00000183169	0	0	0	0	0	0	0	0
ENSG00000183172	0	0	0	0	0	0	0	0
ENSG00000183246	0	0	0	0	0	0	0	0
ENSG00000183307	453	523	525	449	322	369	334	345
ENSG00000183506	0	1	0	0	0	0	0	0
ENSG00000183530	0	0	0	0	0	0	0	0
ENSG00000183569	61	84	98	75	114	64	56	78
ENSG00000183579	1273	1413	1363	1487	1008	1144	1070	1076
ENSG00000183597	343	198	308	283	278	332	332	313
ENSG00000183628	75	70	76	95	90	80	65	82
ENSG00000183741	0	0	0	0	0	0	0	0
ENSG00000183762	0	0	0	0	0	0	0	0
ENSG00000183765	539	402	566	475	690	754	642	692
ENSG00000183773	1154	1272	1287	1253	1193	1290	1064	1187
ENSG00000183785	206	285	212	166	219	197	268	222
ENSG00000183822	0	0	0	0	0	0	0	0
ENSG00000183864	0	0	0	0	0	0	0	0
ENSG00000183963	594	580	476	590	636	708	631	790
ENSG00000184058	221	200	210	151	213	209	214	190
ENSG00000184068	0	0	0	0	0	0	0	0
ENSG00000184076	0	0	0	0	0	0	0	0
ENSG00000184113	141	168	178	157	184	172	227	198
ENSG00000184117	309	320	308	331	320	264	260	358
ENSG00000184164	0	0	0	0	0	0	0	0
ENSG00000184208	0	0	0	0	0	0	0	0
ENSG00000184319	0	0	0	0	0	0	0	0
ENSG00000184381	2721	2846	2875	2961	2739	2710	2639	2509
ENSG00000184436	0	0	0	0	0	0	0	0
ENSG00000184459	267	266	362	264	275	365	359	322
ENSG00000184470	272	247	285	245	373	385	391	388
ENSG00000184571	390	425	464	429	467	470	486	430
ENSG00000184624	0	0	0	0	0	0	0	0
ENSG00000184702	303	363	360	300	220	162	202	178
ENSG00000184708	0	0	0	0	0	0	0	0
ENSG00000184792	1599	1414	1419	1475	1241	1370	1302	1162
ENSG00000184949	0	0	0	0	0	0	0	0
ENSG00000184979	0	1	1	0	0	1	0	0
ENSG00000184983	180	171	168	203	181	159	184	150
ENSG00000185022	199	238	183	197	250	224	231	205
ENSG00000185065	0	0	0	0	0	0	0	0
ENSG00000185133	415	444	363	387	379	298	347	434
ENSG00000185252	7	10	11	33	60	68	38	46
ENSG00000185264	322	378	354	324	348	265	321	272
ENSG00000185339	737	669	770	697	819	736	742	707
ENSG00000185340	0	0	0	0	0	0	0	0
ENSG00000185386	285	275	279	254	334	303	309	342
ENSG00000185608	0	0	0	0	0	0	0	0
ENSG00000185651	88	98	104	118	57	72	49	80
ENSG00000185666	416	436	428	572	698	543	675	606
ENSG00000185686	52	64	79	48	281	283	297	378
ENSG00000185721	187	175	148	151	212	173	185	192
ENSG00000185837	0	0	0	0	0	0	0	0
ENSG00000185838	123	134	117	105	107	126	119	148
ENSG00000186575	61	55	101	98	418	304	324	321
ENSG00000186654	868	695	800	737	1019	943	943	934
ENSG00000186716	799	746	819	834	764	819	779	698
ENSG00000186732	347	346	280	381	456	525	421	378
ENSG00000186951	410	442	399	416	344	362	355	349
ENSG00000186976	0	0	0	0	0	0	0	0
ENSG00000186998	0	0	0	0	0	0	0	0
ENSG00000187012	0	0	0	0	0	0	0	0
ENSG00000187045	0	0	0	0	0	0	0	0
ENSG00000187051	0	0	0	0	0	0	0	0
ENSG00000187792	0	0	0	0	0	0	0	0
ENSG00000187860	477	462	486	452	484	438	423	439
ENSG00000187905	0	0	0	0	0	0	0	0
ENSG00000187979	0	0	0	0	0	0	0	0
ENSG00000188064	207	235	161	180	204	202	164	204
ENSG00000188078	0	0	0	0	0	0	0	0
ENSG00000188130	144	107	141	151	195	213	160	183
ENSG00000188263	0	0	0	0	0	0	0	0
ENSG00000188280	0	0	0	0	0	0	0	0
ENSG00000188511	0	0	0	0	0	0	0	0
ENSG00000188636	65	101	157	152	115	170	132	131
ENSG00000188677	578	551	569	627	597	542	517	595
ENSG00000189060	0	0	0	0	0	0	0	0
ENSG00000189269	0	0	0	0	0	0	0	0
ENSG00000189295	0	0	0	0	0	0	0	0
ENSG00000189306	0	0	0	0	0	0	0	0
ENSG00000196236	0	0	0	0	0	0	0	0
ENSG00000196419	0	0	0	0	0	0	0	0
ENSG00000196431	0	0	0	0	0	0	0	0
ENSG00000196576	185	193	170	145	129	121	127	155
ENSG00000196588	2254	2175	2322	2313	1697	1742	1630	1587
ENSG00000197077	1241	1227	1260	1166	910	1126	1101	1120
ENSG00000197182	0	0	0	0	0	0	0	0
ENSG00000197210	0	0	0	0	0	0	0	0
ENSG00000197421	13	12	15	7	13	9	18	4
ENSG00000197549	0	0	0	0	0	0	0	0
ENSG00000198062	255	246	273	235	299	278	334	228
ENSG00000198089	1384	1580	1510	1430	1721	1639	1703	1550
ENSG00000198125	445	434	428	442	431	438	364	408
ENSG00000198355	0	0	0	0	0	0	0	0
ENSG00000198445	0	0	0	0	0	0	0	0
ENSG00000198792	0	0	0	0	0	0	0	0
ENSG00000198832	0	0	0	0	0	0	0	0
ENSG00000198911	0	0	0	0	0	0	0	0
ENSG00000198951	337	300	294	299	226	298	305	241
ENSG00000199248	0	0	0	0	0	0	0	0
ENSG00000199515	0	0	0	0	0	0	0	0
ENSG00000199695	0	0	0	0	0	0	0	0
ENSG00000199783	0	0	0	0	0	0	0	0
ENSG00000199797	0	0	0	0	0	0	0	0
ENSG00000199865	0	0	0	0	0	0	0	0
ENSG00000200057	0	0	0	0	0	0	0	0
ENSG00000200332	0	0	0	0	0	0	0	0
ENSG00000200443	0	0	0	0	0	0	0	0
ENSG00000200448	0	0	0	0	0	0	0	0
ENSG00000200683	0	0	0	0	0	0	0	0
ENSG00000200871	0	0	0	0	0	0	0	0
ENSG00000200976	0	0	0	0	0	0	0	0
ENSG00000200985	0	0	0	0	0	0	0	0
ENSG00000201078	0	0	0	0	0	0	0	0
ENSG00000201209	0	0	0	0	0	0	0	0
ENSG00000201916	0	0	0	0	0	0	0	0
ENSG00000202019	0	0	0	0	0	0	0	0
ENSG00000202058	0	0	0	0	0	0	0	0
ENSG00000203280	0	0	0	0	0	0	0	0
ENSG00000203416	0	0	0	0	0	0	0	0
ENSG00000203527	0	0	0	0	0	0	0	0
ENSG00000203618	0	0	0	0	0	0	0	0
ENSG00000205559	0	0	0	0	0	0	0	0
ENSG00000205560	233	245	305	273	461	434	388	496
ENSG00000205593	0	0	0	0	0	0	0	0
ENSG00000205632	0	0	0	0	0	0	0	0
ENSG00000205634	0	0	0	0	0	0	0	0
ENSG00000205643	215	161	194	182	163	130	140	141
ENSG00000205702	823	860	857	850	770	741	701	795
ENSG00000205704	45	53	58	71	17	59	26	31
ENSG00000205853	0	0	0	0	0	0	0	0
ENSG00000205856	127	129	144	107	143	157	150	143
ENSG00000206028	0	0	0	0	0	0	0	0
ENSG00000206066	0	0	0	0	0	0	0	0
ENSG00000206069	0	0	0	0	0	0	0	0
ENSG00000206090	0	0	0	0	0	0	0	0
ENSG00000206140	88	90	60	36	68	119	85	95
ENSG00000206142	0	0	0	0	0	0	0	0
ENSG00000206145	0	0	0	1	0	0	0	0
ENSG00000206195	0	0	0	0	0	0	0	0
ENSG00000206203	0	0	0	0	0	0	0	0
ENSG00000206615	0	0	0	0	0	0	0	0
ENSG00000206739	0	0	0	0	0	0	0	0
ENSG00000206813	0	0	0	0	0	0	0	0
ENSG00000206841	0	0	0	0	0	0	0	0
ENSG00000207227	0	0	0	0	0	0	0	0
ENSG00000207343	0	0	0	0	0	0	0	0
ENSG00000207455	0	0	0	0	0	0	0	0
ENSG00000207457	0	0	0	0	0	0	0	0
ENSG00000207575	0	0	0	0	0	0	0	0
ENSG00000207696	0	0	0	0	0	0	0	0
ENSG00000207751	0	0	0	0	0	0	0	0
ENSG00000207780	0	0	0	0	0	0	0	0
ENSG00000207932	0	0	0	0	0	0	0	0
ENSG00000208023	0	0	0	0	0	0	0	0
ENSG00000209480	0	0	0	0	0	0	0	0
ENSG00000209482	0	0	0	0	0	0	0	0
ENSG00000211637	0	0	0	0	0	0	0	0
ENSG00000211638	0	0	0	0	0	0	0	0
ENSG00000211639	78	91	121	100	90	81	91	54
ENSG00000211640	0	0	0	0	0	0	0	0
ENSG00000211641	0	0	0	0	0	0	0	0
ENSG00000211642	0	0	0	0	0	0	0	0
ENSG00000211643	0	0	0	0	0	0	0	0
ENSG00000211644	0	0	0	0	0	0	0	0
ENSG00000211645	0	0	0	0	0	0	0	0
ENSG00000211647	0	0	0	0	0	0	0	0
ENSG00000211648	0	0	0	0	0	0	0	0
ENSG00000211649	0	0	0	0	0	0	0	0
ENSG00000211650	0	0	0	0	0	0	0	0
ENSG00000211651	0	0	0	0	0	0	0	0
ENSG00000211652	0	0	0	0	0	0	0	0
ENSG00000211653	0	0	0	0	0	0	0	0
ENSG00000211654	0	0	0	0	0	0	0	0
ENSG00000211655	65	97	74	92	96	91	80	58
ENSG00000211656	0	0	0	0	0	0	0	0
ENSG00000211657	0	0	0	0	0	0	0	0
ENSG00000211658	0	0	0	0	0	0	0	0
ENSG00000211659	38	63	49	37	57	51	62	99
ENSG00000211660	0	0	0	0	0	0	0	0
ENSG00000211661	0	0	0	0	0	0	0	0
ENSG00000211662	0	0	0	0	0	0	0	0
ENSG00000211663	108	84	130	86	69	56	66	39
ENSG00000211664	0	0	0	0	0	0	0	0
ENSG00000211665	0	0	0	0	0	0	0	0
ENSG00000211666	0	0	0	0	0	0	0	0
ENSG00000211667	0	0	0	0	0	0	0	0
ENSG00000211668	0	0	0	0	0	0	0	0
ENSG00000211669	70	59	65	71	68	65	54	65
ENSG00000211670	0	0	0	0	0	0	0	0
ENSG00000211672	0	0	0	0	0	0	0	0
ENSG00000211673	0	0	0	0	0	0	0	0
ENSG00000211674	0	0	0	0	0	0	0	0
ENSG00000211675	0	0	0	0	0	0	0	0
ENSG00000211676	0	0	0	0	0	0	0	0
ENSG00000211677	88	96	103	108	65	54	84	72
ENSG00000211678	0	0	0	0	0	0	0	0
ENSG00000211679	0	0	0	0	0	0	0	0
ENSG00000211680	0	0	0	0	0	0	0	0
ENSG00000211681	1	2	1	10	2	1	1	1
ENSG00000211682	6	2	1	3	2	1	0	3
ENSG00000211683	0	0	0	0	0	0	0	0
ENSG00000211684	0	0	0	0	0	0	0	0
ENSG00000211685	46	64	68	87	66	96	77	45
ENSG00000212102	0	0	0	0	0	0	0	0
ENSG00000212216	0	0	0	0	0	0	0	0
ENSG00000212542	0	0	0	0	0	0	0	0
ENSG00000212569	0	0	0	0	0	0	0	0
ENSG00000212939	0	0	0	0	0	0	0	0
ENSG00000213279	0	0	0	0	0	0	0	0
ENSG00000213683	0	0	0	0	0	0	0	0
ENSG00000213707	0	0	0	0	0	0	0	0
ENSG00000213727	0	0	0	0	0	0	0	0
ENSG00000213752	0	0	0	0	0	0	0	0
ENSG00000213790	0	0	0	0	0	0	0	0
ENSG00000213857	0	0	0	0	0	0	0	0
ENSG00000213888	0	0	0	0	0	0	0	0
ENSG00000213923	464	413	566	479	282	334	271	338
ENSG00000214076	0	0	0	0	0	0	0	0
ENSG00000214093	0	0	0	0	0	0	0	0
ENSG00000214125	0	0	0	0	0	0	0	0
ENSG00000214161	0	0	0	0	0	0	0	0
ENSG00000214491	0	0	0	0	0	0	0	0
ENSG00000214526	0	0	0	0	0	0	0	0
ENSG00000214727	0	0	0	0	0	0	0	0
ENSG00000215012	104	140	167	167	179	157	196	222
ENSG00000215193	190	144	152	148	205	231	238	240
ENSG00000215268	0	0	0	0	0	0	0	0
ENSG00000215270	0	0	0	0	0	0	0	0
ENSG00000215333	0	0	0	0	0	0	0	0
ENSG00000215347	0	0	0	0	0	0	0	0
ENSG00000215403	0	0	0	0	0	0	0	0
ENSG00000215456	0	0	0	0	0	0	0	0
